Module,File Path,Line Number,Icon Type,Suggested Button Text,Context,Implementation Notes
Hr,b3-erp/frontend/src/app/(modules)/hr/leave/view/[id]/page.tsx,126,ArrowLeft,Go Back,view > [id] > page,"Add aria-label=""Go Back"" or visible text"
Hr,b3-erp/frontend/src/app/hr/attendance/biometric/page.tsx,75,Activity,View Activity,attendance > biometric > page,"Add aria-label=""View Activity"" or visible text"
Hr,b3-erp/frontend/src/app/hr/attendance/biometric/page.tsx,78,Edit,Edit,attendance > biometric > page,"Add aria-label=""Edit"" or visible text"
Hr,b3-erp/frontend/src/app/hr/attendance/calendar/page.tsx,19,ChevronLeft,Previous,attendance > calendar > page,"Add aria-label=""Previous"" or visible text"
Hr,b3-erp/frontend/src/app/hr/attendance/calendar/page.tsx,23,ChevronRight,Next,attendance > calendar > page,"Add aria-label=""Next"" or visible text"
Hr,b3-erp/frontend/src/app/hr/attendance/working-hours/page.tsx,58,Edit,Edit,attendance > working-hours > page,"Add aria-label=""Edit"" or visible text"
Hr,b3-erp/frontend/src/app/hr/employees/designations/page.tsx,63,Edit,Edit,employees > designations > page,"Add aria-label=""Edit"" or visible text"
Hr,b3-erp/frontend/src/app/hr/employees/designations/page.tsx,66,Trash2,Delete,employees > designations > page,"Add aria-label=""Delete"" or visible text"
Hr,b3-erp/frontend/src/app/hr/employees/directory/all/page.tsx,160,Eye,View,directory > all > page,"Add aria-label=""View"" or visible text"
Hr,b3-erp/frontend/src/app/hr/employees/directory/all/page.tsx,163,Edit,Edit,directory > all > page,"Add aria-label=""Edit"" or visible text"
Hr,b3-erp/frontend/src/app/hr/employees/teams/page.tsx,42,UserPlus,Add User,employees > teams > page,"Add aria-label=""Add User"" or visible text"
Hr,b3-erp/frontend/src/app/hr/shifts/master/page.tsx,60,Trash2,Delete,shifts > master > page,"Add aria-label=""Delete"" or visible text"
Hr,b3-erp/frontend/src/app/hr/shifts/roster/page.tsx,20,ChevronLeft,Previous,shifts > roster > page,"Add aria-label=""Previous"" or visible text"
Hr,b3-erp/frontend/src/app/hr/shifts/roster/page.tsx,24,ChevronRight,Next,shifts > roster > page,"Add aria-label=""Next"" or visible text"
Hr,b3-erp/frontend/src/app/hr/shifts/swaps/page.tsx,90,Check,Check,shifts > swaps > page,"Add aria-label=""Check"" or visible text"
Hr,b3-erp/frontend/src/app/hr/shifts/swaps/page.tsx,93,Unknown,Unknown,shifts > swaps > page,"Add aria-label=""Unknown"" or visible text"
Hr,b3-erp/frontend/src/app/hr/timesheets/approval/page.tsx,83,Eye,View,timesheets > approval > page,"Add aria-label=""View"" or visible text"
Hr,b3-erp/frontend/src/app/hr/timesheets/approval/page.tsx,86,Check,Check,timesheets > approval > page,"Add aria-label=""Check"" or visible text"
Hr,b3-erp/frontend/src/app/hr/timesheets/approval/page.tsx,89,Unknown,Unknown,timesheets > approval > page,"Add aria-label=""Unknown"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/analytics/reports/page.tsx,329,Eye,View,analytics > reports > page,"Add aria-label=""View"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/analytics/reports/page.tsx,332,Download,Download,analytics > reports > page,"Add aria-label=""Download"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/cycle-count/variance/page.tsx,392,Edit,Edit,cycle-count > variance > page,"Add aria-label=""Edit"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/cycle-count/variance/page.tsx,395,CheckCircle,Approve,cycle-count > variance > page,"Add aria-label=""Approve"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/cycle-count/variance/page.tsx,398,MessageSquare,Add Comment,cycle-count > variance > page,"Add aria-label=""Add Comment"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/kitting/assembly/page.tsx,368,Eye,View,kitting > assembly > page,"Add aria-label=""View"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/kitting/assembly/page.tsx,372,CheckCircle,Approve,kitting > assembly > page,"Add aria-label=""Approve"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/kitting/disassembly/page.tsx,386,Eye,View,kitting > disassembly > page,"Add aria-label=""View"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/kitting/disassembly/page.tsx,390,Undo2,Revert,kitting > disassembly > page,"Add aria-label=""Revert"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/kitting/kits/page.tsx,348,Eye,View,kitting > kits > page,"Add aria-label=""View"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/kitting/kits/page.tsx,351,Edit2,Edit,kitting > kits > page,"Add aria-label=""Edit"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/categories/page.tsx,271,Eye,View,settings > categories > page,"Add aria-label=""View"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/categories/page.tsx,274,Edit2,Edit,settings > categories > page,"Add aria-label=""Edit"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/categories/page.tsx,277,Trash2,Delete,settings > categories > page,"Add aria-label=""Delete"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/policies/page.tsx,456,Eye,View,settings > policies > page,"Add aria-label=""View"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/policies/page.tsx,459,Edit2,Edit,settings > policies > page,"Add aria-label=""Edit"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/storage/page.tsx,394,Eye,View,settings > storage > page,"Add aria-label=""View"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/storage/page.tsx,397,Edit2,Edit,settings > storage > page,"Add aria-label=""Edit"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/uom/page.tsx,298,Eye,View,settings > uom > page,"Add aria-label=""View"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/uom/page.tsx,301,Edit2,Edit,settings > uom > page,"Add aria-label=""Edit"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/settings/uom/page.tsx,305,Trash2,Delete,settings > uom > page,"Add aria-label=""Delete"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/tracking/serial/page.tsx,312,Eye,View,tracking > serial > page,"Add aria-label=""View"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/tracking/serial/page.tsx,315,Edit2,Edit,tracking > serial > page,"Add aria-label=""Edit"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/transfers/pending/page.tsx,301,CheckCircle,Approve,transfers > pending > page,"Add aria-label=""Approve"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/transfers/pending/page.tsx,304,XCircle,Close,transfers > pending > page,"Add aria-label=""Close"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/warehouse/locations/page.tsx,449,Edit2,Edit,warehouse > locations > page,"Add aria-label=""Edit"" or visible text"
Inventory,b3-erp/frontend/src/app/(modules)/inventory/warehouse/locations/page.tsx,452,Trash2,Delete,warehouse > locations > page,"Add aria-label=""Delete"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/audit/changes/page.tsx,639,XCircle,Close,audit > changes > page,"Add aria-label=""Close"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/audit/compliance/page.tsx,831,XCircle,Close,audit > compliance > page,"Add aria-label=""Close"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/audit/logins/page.tsx,591,XCircle,Close,audit > logins > page,"Add aria-label=""Close"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/license/users/page.tsx,457,UserMinus,Remove User,license > users > page,"Add aria-label=""Remove User"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/monitoring/errors/page.tsx,510,XCircle,Close,monitoring > errors > page,"Add aria-label=""Close"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/monitoring/health/page.tsx,725,XCircle,Close,monitoring > health > page,"Add aria-label=""Close"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/monitoring/logs/page.tsx,469,XCircle,Close,monitoring > logs > page,"Add aria-label=""Close"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/roles/hierarchy/page.tsx,227,Edit,Edit,roles > hierarchy > page,"Add aria-label=""Edit"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/roles/hierarchy/page.tsx,230,Trash2,Delete,roles > hierarchy > page,"Add aria-label=""Delete"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/roles/policies/page.tsx,364,Edit,Edit,roles > policies > page,"Add aria-label=""Edit"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/scheduler/automation/page.tsx,530,XCircle,Close,scheduler > automation > page,"Add aria-label=""Close"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/scheduler/history/page.tsx,494,XCircle,Close,scheduler > history > page,"Add aria-label=""Close"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/scheduler/jobs/page.tsx,550,XCircle,Close,scheduler > jobs > page,"Add aria-label=""Close"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/users/active/page.tsx,174,MoreVertical,More Options,users > active > page,"Add aria-label=""More Options"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/users/groups/page.tsx,185,Edit2,Edit,users > groups > page,"Add aria-label=""Edit"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/users/groups/page.tsx,188,Trash2,Delete,users > groups > page,"Add aria-label=""Delete"" or visible text"
It-Admin,b3-erp/frontend/src/app/(modules)/it-admin/users/inactive/page.tsx,152,MoreVertical,More Options,users > inactive > page,"Add aria-label=""More Options"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/analytics/reports/page.tsx,490,RefreshCw,Refresh,analytics > reports > page,"Add aria-label=""Refresh"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/carriers/add/page.tsx,240,ArrowLeft,Go Back,carriers > add > page,"Add aria-label=""Go Back"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/carriers/edit/[id]/page.tsx,232,ArrowLeft,Go Back,edit > [id] > page,"Add aria-label=""Go Back"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/carriers/rates/page.tsx,539,Edit,Edit,carriers > rates > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/carriers/view/[id]/page.tsx,270,ArrowLeft,Go Back,view > [id] > page,"Add aria-label=""Go Back"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/drivers/assignments/page.tsx,611,Eye,View,drivers > assignments > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/drivers/assignments/page.tsx,614,Edit2,Edit,drivers > assignments > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/drivers/assignments/page.tsx,617,FileText,View Document,drivers > assignments > page,"Add aria-label=""View Document"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/drivers/compliance/page.tsx,1130,Eye,View,drivers > compliance > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/drivers/compliance/page.tsx,1133,FileText,View Document,drivers > compliance > page,"Add aria-label=""View Document"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/drivers/compliance/page.tsx,1136,Edit2,Edit,drivers > compliance > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/drivers/performance/page.tsx,783,Eye,View,drivers > performance > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/drivers/performance/page.tsx,786,Award,View Recognition,drivers > performance > page,"Add aria-label=""View Recognition"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/fuel/page.tsx,589,Eye,View,fleet > fuel > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/fuel/page.tsx,592,Edit2,Edit,fleet > fuel > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/fuel/page.tsx,595,FileText,View Document,fleet > fuel > page,"Add aria-label=""View Document"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/maintenance/page.tsx,566,Eye,View,fleet > maintenance > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/maintenance/page.tsx,569,Edit2,Edit,fleet > maintenance > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/maintenance/page.tsx,572,FileText,View Document,fleet > maintenance > page,"Add aria-label=""View Document"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/tracking/page.tsx,555,Eye,View,fleet > tracking > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/tracking/page.tsx,558,Edit2,Edit,fleet > tracking > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/utilization/page.tsx,578,Eye,View,fleet > utilization > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/fleet/utilization/page.tsx,581,BarChart3,View Analytics,fleet > utilization > page,"Add aria-label=""View Analytics"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/freight/invoicing/page.tsx,430,Eye,View,freight > invoicing > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/freight/invoicing/page.tsx,433,Download,Download,freight > invoicing > page,"Add aria-label=""Download"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/consolidation/page.tsx,500,Eye,View,planning > consolidation > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/consolidation/page.tsx,503,Edit2,Edit,planning > consolidation > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/dispatch/page.tsx,540,Eye,View,planning > dispatch > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/dispatch/page.tsx,543,Edit2,Edit,planning > dispatch > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/loads/page.tsx,466,Eye,View,planning > loads > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/loads/page.tsx,469,Edit2,Edit,planning > loads > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/routes/page.tsx,538,Eye,View,planning > routes > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/routes/page.tsx,541,Edit2,Edit,planning > routes > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/trips/page.tsx,599,Eye,View,planning > trips > page,"Add aria-label=""View"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/planning/trips/page.tsx,602,Edit2,Edit,planning > trips > page,"Add aria-label=""Edit"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/shipping/add/page.tsx,415,ArrowLeft,Go Back,shipping > add > page,"Add aria-label=""Go Back"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/shipping/edit/[id]/page.tsx,303,ArrowLeft,Go Back,edit > [id] > page,"Add aria-label=""Go Back"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/tracking/view/[id]/page.tsx,262,ArrowLeft,Go Back,view > [id] > page,"Add aria-label=""Go Back"" or visible text"
Logistics,b3-erp/frontend/src/app/(modules)/logistics/warehouse/dock/page.tsx,437,Edit,Edit,warehouse > dock > page,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/app/dashboard/page.tsx,238,Bell,Notifications,dashboard > page,"Add aria-label=""Notifications"" or visible text"
Other,b3-erp/frontend/src/app/rfq/page.tsx,285,Eye,View,rfq > page,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/app/rfq/page.tsx,291,Edit,Edit,rfq > page,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/app/rfq/page.tsx,297,Trash2,Delete,rfq > page,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/Breadcrumbs.tsx,54,Home,Home,src > components > Breadcrumbs,"Add aria-label=""Home"" or visible text"
Other,b3-erp/frontend/src/components/DashboardLayout.tsx,92,Bell,Notifications,src > components > DashboardLayout,"Add aria-label=""Notifications"" or visible text"
Other,b3-erp/frontend/src/components/Sidebar.tsx,3285,ChevronRight,Next,src > components > Sidebar,"Add aria-label=""Next"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/AuditMaster.tsx,462,Edit3,Edit3,components > common-masters > AuditMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/AuditMaster.tsx,465,Trash2,Delete,components > common-masters > AuditMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/AuditMaster.tsx,468,FileText,View Document,components > common-masters > AuditMaster,"Add aria-label=""View Document"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/BankMaster.tsx,284,Eye,View,components > common-masters > BankMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/BankMaster.tsx,287,Edit3,Edit3,components > common-masters > BankMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/BankMaster.tsx,290,Download,Download,components > common-masters > BankMaster,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/BarcodeMaster.tsx,223,Eye,View,components > common-masters > BarcodeMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/BarcodeMaster.tsx,226,Edit3,Edit3,components > common-masters > BarcodeMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/BarcodeMaster.tsx,229,Download,Download,components > common-masters > BarcodeMaster,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/BrandMaster.tsx,407,Eye,View,components > common-masters > BrandMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/CategoryMaster.tsx,647,Eye,View,components > common-masters > CategoryMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/CertificateMaster.tsx,433,Edit3,Edit3,components > common-masters > CertificateMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/CertificateMaster.tsx,436,Trash2,Delete,components > common-masters > CertificateMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/CertificateMaster.tsx,439,FileCheck,FileCheck,components > common-masters > CertificateMaster,"Add aria-label=""FileCheck"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ChartOfAccountsMaster.tsx,720,Eye,View,components > common-masters > ChartOfAccountsMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/CompanyMaster.tsx,681,Filter,Filter,components > common-masters > CompanyMaster,"Add aria-label=""Filter"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/CompanyMaster.tsx,769,MoreVertical,More Options,components > common-masters > CompanyMaster,"Add aria-label=""More Options"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/CreditTermsMaster.tsx,251,Eye,View,components > common-masters > CreditTermsMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/CreditTermsMaster.tsx,254,Edit3,Edit3,components > common-masters > CreditTermsMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/CustomerMaster.tsx,392,Eye,View,components > common-masters > CustomerMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/DepartmentMaster.tsx,590,Eye,View,components > common-masters > DepartmentMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/DepartmentMaster.tsx,885,Unknown,Unknown,components > common-masters > DepartmentMaster,"Add aria-label=""Unknown"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/DepartmentMaster.tsx,960,Unknown,Unknown,components > common-masters > DepartmentMaster,"Add aria-label=""Unknown"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/DesignationMaster.tsx,308,Eye,View,components > common-masters > DesignationMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/DesignationMaster.tsx,311,Edit3,Edit3,components > common-masters > DesignationMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/DiscountMaster.tsx,254,Eye,View,components > common-masters > DiscountMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/DiscountMaster.tsx,257,Edit3,Edit3,components > common-masters > DiscountMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/EmployeeMaster.tsx,523,Eye,View,components > common-masters > EmployeeMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/GradeMaster.tsx,339,Eye,View,components > common-masters > GradeMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/GradeMaster.tsx,342,Edit3,Edit3,components > common-masters > GradeMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/HSNSACCodeMaster.tsx,362,Eye,View,components > common-masters > HSNSACCodeMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/HSNSACCodeMaster.tsx,365,Edit3,Edit3,components > common-masters > HSNSACCodeMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ItemGroupMaster.tsx,398,Eye,View,components > common-masters > ItemGroupMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ItemGroupMaster.tsx,401,Edit3,Edit3,components > common-masters > ItemGroupMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ItemMaster.tsx,780,MoreVertical,More Options,components > common-masters > ItemMaster,"Add aria-label=""More Options"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ItemSpecificationMaster.tsx,254,Eye,View,components > common-masters > ItemSpecificationMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ItemSpecificationMaster.tsx,257,Edit3,Edit3,components > common-masters > ItemSpecificationMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ItemSpecificationMaster.tsx,260,Download,Download,components > common-masters > ItemSpecificationMaster,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ItemVariantsMaster.tsx,358,Eye,View,components > common-masters > ItemVariantsMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ItemVariantsMaster.tsx,361,Edit3,Edit3,components > common-masters > ItemVariantsMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/ItemVariantsMaster.tsx,364,Copy,Copy,components > common-masters > ItemVariantsMaster,"Add aria-label=""Copy"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/LicenseMaster.tsx,424,Edit3,Edit3,components > common-masters > LicenseMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/LicenseMaster.tsx,427,Trash2,Delete,components > common-masters > LicenseMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/LicenseMaster.tsx,430,FileText,View Document,components > common-masters > LicenseMaster,"Add aria-label=""View Document"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/MachineMaster.tsx,374,Eye,View,components > common-masters > MachineMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/MachineMaster.tsx,377,Edit3,Edit3,components > common-masters > MachineMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/PaymentTermsMaster.tsx,237,Eye,View,components > common-masters > PaymentTermsMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/PaymentTermsMaster.tsx,240,Edit3,Edit3,components > common-masters > PaymentTermsMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/PolicyMaster.tsx,310,Eye,View,components > common-masters > PolicyMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/PolicyMaster.tsx,311,Edit3,Edit3,components > common-masters > PolicyMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/PolicyMaster.tsx,312,Trash2,Delete,components > common-masters > PolicyMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/PriceListMaster.tsx,230,Eye,View,components > common-masters > PriceListMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/PriceListMaster.tsx,233,Edit3,Edit3,components > common-masters > PriceListMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/RegulatoryBodyMaster.tsx,401,Edit3,Edit3,components > common-masters > RegulatoryBodyMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/RegulatoryBodyMaster.tsx,404,Trash2,Delete,components > common-masters > RegulatoryBodyMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/RegulatoryBodyMaster.tsx,407,FileText,View Document,components > common-masters > RegulatoryBodyMaster,"Add aria-label=""View Document"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/SOPMaster.tsx,343,FileText,View Document,components > common-masters > SOPMaster,"Add aria-label=""View Document"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/SOPMaster.tsx,344,Edit3,Edit3,components > common-masters > SOPMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/SOPMaster.tsx,345,Trash2,Delete,components > common-masters > SOPMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/TaxMaster.tsx,479,Eye,View,components > common-masters > TaxMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/TaxMaster.tsx,851,Unknown,Unknown,components > common-masters > TaxMaster,"Add aria-label=""Unknown"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/UOMConversionMaster.tsx,391,Eye,View,components > common-masters > UOMConversionMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/UOMConversionMaster.tsx,394,Edit3,Edit3,components > common-masters > UOMConversionMaster,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/UOMMaster.tsx,528,Eye,View,components > common-masters > UOMMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/VendorMaster.tsx,416,Eye,View,components > common-masters > VendorMaster,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/common-masters/WarehouseMaster.tsx,484,Eye,View,components > common-masters > WarehouseMaster,"Add aria-label=""View"" or visible text"
